"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8945,0,0.0231673226,0.0001040649,0.8945,0,0.0264095707,0.0001093998,18.76
"deconvolveR",0.8875,0,0.0306319803,0.0001544459,0.962,0,0.043140097,0.0002195736,22.35
