"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8925,0.0055,0.1809860295,0.0006825203,0.9315,0.01,0.2109327036,0.0007844343,4.55
"deconvolveR",0.9835,0.0775,0.301285887,0.0009873669,0.9975,0.199,0.3762047665,0.001260064,8.06
