"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.908,0,0.0160047359,3.86811e-05,0.952,0,0.0189892866,4.32469e-05,1371.19
"deconvolveR",0.9075,0,0.0161361793,3.87536e-05,0.96,0,0.0196049984,4.52874e-05,1374.4
