"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8835,0,0.0109335463,5.92158e-05,0.9245,0,0.0128722405,7.10636e-05,12.39
"deconvolveR",0.9635,0,0.0159854159,6.23231e-05,0.988,0,0.0200469619,8.13386e-05,16.09
