"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.931,0,0.0012610609,2.02925e-05,0.931,0,0.0015491103,2.37205e-05,57.25
"deconvolveR",0.945,0,0.0015293915,2.42145e-05,0.989,0,0.0020603308,3.1144e-05,62.56
