"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9065,0,0.0012873706,7.0456e-06,0.9065,0,0.0014875938,7.6881e-06,6.4
"deconvolveR",0.9105,0,0.0016647563,9.3897e-06,0.977,0,0.0023509013,1.33717e-05,9.65
