"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8755,0,0.0170617625,0.0001570544,0.935,0,0.0201136908,0.0001548139,12.31
"deconvolveR",0.936,0,0.0185475353,0.0001805042,0.9805,0,0.0230705281,0.0002089307,15.95
