"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9115,0,0.0004814462,7.896e-07,0.952,0,0.0005743604,9.245e-07,2073.78
"deconvolveR",0.91,0,0.000494128,1.8695e-06,0.9605,0,0.0005948915,1.8571e-06,2078.95
