"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.908,0,0.0160047359,3.86811e-05,0.952,0,0.0189892866,4.32469e-05,1374.87
"deconvolveR",0.899,0,0.0158992494,4.03221e-05,0.956,0,0.0194482857,4.85259e-05,1378.14
