"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.923,0,0.0013713183,2.03212e-05,0.956,0,0.0016924162,2.42917e-05,134.27
"deconvolveR",0.936,0,0.0014558325,2.24166e-05,0.9805,0,0.0018798536,2.69441e-05,139.2
