"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9125,0,0.0004710862,1.1403e-06,0.9465,0,0.0005543261,1.3679e-06,216.8
"deconvolveR",0.9125,0,0.0004953358,1.5043e-06,0.9625,0,0.0006277369,1.6872e-06,222.22
