"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9025,0.002,0.1905340616,0.0005121038,0.9545,0.0095,0.2278278407,0.000575508,50.03
"deconvolveR",1,1,3.5495410475,0.0041207491,1,1,4.2320772353,0.004946397,53.74
