"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9045,0,0.1050067211,0.0002852728,0.95,0,0.1256533527,0.0003268096,56.4
"deconvolveR",1,1,0.9374236737,0.0012960311,1,1,1.1197990823,0.0015552631,59.72
