"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.923,0,0.0013713183,2.03212e-05,0.956,0,0.0016924162,2.42917e-05,134.06
"deconvolveR",0.952,0,0.0016999552,2.70092e-05,0.987,0,0.0020689654,3.00941e-05,147.83
