"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9115,0,0.0004814462,7.896e-07,0.952,0,0.0005743604,9.245e-07,2071.22
"deconvolveR",0.923,0,0.0005129233,8.529e-07,0.966,0,0.0006147589,1.0461e-06,2074.49
