"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8865,0,0.0004603115,1.4059e-06,0.9185,0,0.0005345421,1.7174e-06,113.23
"deconvolveR",0.9095,0,0.0005087602,1.8611e-06,0.9685,0,0.0006675445,2.1848e-06,118.95
