"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.88,0,0.0260582458,0.0001552004,0.922,0,0.0297408882,0.0001428483,4.07
"deconvolveR",0.974,0,0.0491841178,0.0001689733,0.992,0.0015,0.0614245293,0.0002155052,7.62
