"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.903,0,0.0140643457,6.56945e-05,0.903,0,0.016158406,7.16537e-05,62.56
"deconvolveR",0.9085,0,0.0181163899,8.87374e-05,0.979,0,0.0255338646,0.0001267955,66.42
