"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9055,0,0.0027738522,2.3918e-05,0.9055,0,0.0033616409,2.85325e-05,4.08
"deconvolveR",0.949,0,0.0037392918,2.96507e-05,0.991,0,0.0052352802,4.0714e-05,7.55
