"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.907,0,0.0004231025,1.8726e-06,0.907,0,0.0004879755,2.1119e-06,48.63
"deconvolveR",0.9215,0,0.0005457137,2.5306e-06,0.9785,0,0.000767847,3.6299e-06,52.22
