"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.891,0,0.0032490888,9.1676e-06,0.93,0,0.0037731372,1.11432e-05,119.07
"deconvolveR",0.9055,0,0.0035752984,1.00064e-05,0.9685,0,0.004710086,1.30599e-05,124.41
