"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9355,0,0.0014001109,2.01706e-05,0.9635,0,0.0017737253,2.46132e-05,259
"deconvolveR",0.936,0,0.0014425287,2.18697e-05,0.9795,0,0.0018273575,2.54985e-05,262.56
