"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.907,0,0.0004231025,1.8726e-06,0.907,0,0.0004879755,2.1119e-06,48.73
"deconvolveR",0.924,0,0.0005492027,2.4598e-06,0.9795,0,0.000771688,3.5227e-06,53.31
