"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.933,0,0.0157164324,4.15179e-05,0.963,0,0.0186673089,4.61646e-05,459.64
"deconvolveR",0.9345,0,0.0161549681,4.96912e-05,0.9685,0,0.0202414066,6.51344e-05,463.36
