"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9165,0,0.0081324739,6.90243e-05,0.9485,0,0.0102510825,7.65184e-05,4.56
"deconvolveR",0.953,0,0.0086226411,7.74233e-05,0.9895,0,0.0112317895,9.6715e-05,8.04
