"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9075,0,0.0004761642,9.846e-07,0.9515,0,0.0005645154,1.1982e-06,424.98
"deconvolveR",0.9045,0,0.000480893,1.0023e-06,0.957,0,0.0005983117,1.2431e-06,428.44
