"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9075,0,0.0004796911,8.306e-07,0.955,0,0.0005708522,9.833e-07,1044.44
"deconvolveR",0.9045,0,0.0004768599,8.757e-07,0.958,0,0.0005842839,1.0636e-06,1047.69
