"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9055,0,0.0027738522,2.3918e-05,0.9055,0,0.0033616409,2.85325e-05,3.6
"deconvolveR",0.9335,0,0.0034894283,2.9586e-05,0.988,0,0.0048725194,3.93014e-05,8.01
