"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9035,0,0.0002372283,4.576e-07,0.937,0,0.0002790965,5.332e-07,93.95
"deconvolveR",0.891,0,0.0002422975,6.032e-07,0.9445,0,0.0003033709,7.959e-07,97.78
"DP-CI-ERM",0.898,0,0.0002474632,2.22e-08,0.949,0,0.0002948706,2.65e-08,4.76
