"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.877,0.5815,0.0023139572,6.3242e-06,0.9195,0.66,0.0026887239,7.4822e-06,3.14
"deconvolveR",0.984,0.902,0.004144309,1.31692e-05,0.9955,0.9665,0.0051663257,1.6486e-05,6.72
"DP-CI-ERM",0.888,0.6645,0.0027768868,4.7477e-06,0.939,0.761,0.0033088647,5.6572e-06,2.54
