"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8845,0,0.0002320704,6.105e-07,0.922,0,0.0002694354,7.465e-07,51.2
"deconvolveR",0.9185,0,0.0002742636,9.394e-07,0.9665,0,0.0003471517,1.2506e-06,54.86
"DP-CI-ERM",0.896,0,0.0002539211,3.04e-08,0.9525,0,0.0003025657,3.62e-08,4.76
