"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9025,0,0.0002435677,1.768e-07,0.9435,0,0.0002893608,2.227e-07,851.41
"deconvolveR",0.8985,0,0.0002435637,1.791e-07,0.951,0,0.0002955534,2.117e-07,854.66
"DP-CI-ERM",0.9005,0,0.0002453686,1.87e-08,0.948,0,0.0002923747,2.23e-08,3.96
