"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.91,0,0.0142177096,5.90161e-05,0.91,0,0.0163629957,6.32336e-05,47.21
"deconvolveR",0.91,0,0.0184665831,7.45086e-05,0.979,0,0.0259666806,0.0001072187,52.15
"DP-CI-ERM",0.8925,0,0.0162003707,1.5729e-06,0.946,0,0.0193039323,1.8742e-06,6.41
