"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8965,0,0.0004384296,4.284e-07,0.954,0,0.000520787,5.227e-07,137.66
"deconvolveR",0.8925,0,0.000441847,6.962e-07,0.9525,0,0.0005339352,8.681e-07,141.11
"DP-CI-ERM",0.903,0,0.0004499186,6.69e-08,0.954,0,0.0005361111,7.98e-08,2.69
