"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.903,0.0155,0.0006683964,2.7866e-06,0.903,0.0155,0.0007699873,3.0162e-06,4.31
"deconvolveR",0.995,0.284,0.0016699847,7.3295e-06,0.999,0.576,0.0023244829,9.8298e-06,7.8
"DP-CI-ERM",0.906,0.0495,0.0010156952,6.318e-07,0.952,0.092,0.0012102755,7.529e-07,2.75
