"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8845,0,0.0002320704,6.105e-07,0.922,0,0.0002694354,7.465e-07,51.11
"deconvolveR",0.8865,0,0.0002490581,7.896e-07,0.9535,0,0.0003247563,1.0869e-06,55.15
"DP-CI-ERM",0.898,0,0.0002474632,2.22e-08,0.949,0,0.0002948706,2.65e-08,4.93
