"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.903,0.0155,0.0006683964,2.7866e-06,0.903,0.0155,0.0007699873,3.0162e-06,4.37
"deconvolveR",0.9105,0.009,0.0008663317,3.7764e-06,0.9695,0.0435,0.0012178573,5.4067e-06,7.76
"DP-CI-ERM",0.9005,0.005,0.0007780472,1.999e-07,0.953,0.0105,0.0009271005,2.381e-07,2.7
