"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9015,0,0.000240349,3.472e-07,0.947,0,0.0002839048,4.346e-07,178.19
"deconvolveR",0.973,0,0.0003355229,6.759e-07,0.9865,0,0.0004044091,8.257e-07,181.75
"DP-CI-ERM",0.896,0,0.0002539211,3.04e-08,0.9525,0,0.0003025657,3.62e-08,4.26
