"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9015,0,0.000240349,3.472e-07,0.947,0,0.0002839048,4.346e-07,178.52
"deconvolveR",0.899,0,0.0002452883,3.159e-07,0.955,0,0.0003046218,3.906e-07,181.89
"DP-CI-ERM",0.9005,0,0.0002453686,1.87e-08,0.948,0,0.0002923747,2.23e-08,4.32
