"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8855,0.881,0.0019418735,5.0591e-06,0.927,0.92,0.0022514049,6.2339e-06,61.68
"deconvolveR",0.942,0.934,0.0024814454,8.1799e-06,0.9795,0.9735,0.0031217878,1.06911e-05,65.4
"DP-CI-ERM",0.902,0.8935,0.0021477244,3.734e-07,0.947,0.9465,0.0025591714,4.449e-07,5.28
