"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8955,0.651,0.0021267927,8.9908e-06,0.8955,0.651,0.0024513168,9.7782e-06,4.31
"deconvolveR",0.961,0.837,0.0038055551,1.73256e-05,0.9935,0.938,0.0053028956,2.37731e-05,8.32
"DP-CI-ERM",0.888,0.6645,0.0027768868,4.7477e-06,0.939,0.761,0.0033088647,5.6572e-06,2.47
