"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.913,0.906,0.0017886257,7.3465e-06,0.913,0.906,0.0020606029,7.8611e-06,28.36
"deconvolveR",0.908,0.9085,0.0023188176,9.559e-06,0.9765,0.9795,0.0032600809,1.3788e-05,33.98
"DP-CI-ERM",0.903,0.893,0.002046001,1.744e-07,0.9505,0.9465,0.0024379606,2.078e-07,5.04
