"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9035,0.8985,0.0019912572,3.8173e-06,0.941,0.9345,0.0023390468,4.4146e-06,114.63
"deconvolveR",0.894,0.896,0.0020610211,5.2704e-06,0.948,0.9435,0.0025622572,6.8785e-06,118.52
"DP-CI-ERM",0.9015,0.8925,0.0020710345,2.42e-07,0.9475,0.945,0.0024677898,2.884e-07,5.11
