"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9015,0,0.000240349,3.472e-07,0.947,0,0.0002839048,4.346e-07,178.57
"deconvolveR",0.893,0,0.0002439194,5.168e-07,0.9475,0,0.000297989,6.569e-07,182.16
"DP-CI-ERM",0.898,0,0.0002474632,2.22e-08,0.949,0,0.0002948706,2.65e-08,4.42
