"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9045,0,0.0007541588,1.0641e-06,0.9485,0,0.0008923117,1.3374e-06,241.14
"deconvolveR",0.8955,0,0.0007574857,1.1153e-06,0.954,0,0.0009431627,1.4022e-06,244.71
"DP-CI-ERM",0.8995,0,0.0007680556,6.25e-08,0.947,0,0.0009151947,7.45e-08,4.77
