"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9085,0,0.0002135658,8.799e-07,0.9085,0,0.0002460011,9.415e-07,23.98
"deconvolveR",0.911,0,0.0002772337,1.1323e-06,0.978,0,0.0003887118,1.6323e-06,27.63
"DP-CI-ERM",0.9005,0,0.0002453686,1.87e-08,0.948,0,0.0002923747,2.23e-08,4.81
