"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8855,0.881,0.0019418735,5.0591e-06,0.927,0.92,0.0022514049,6.2339e-06,61.78
"deconvolveR",0.8995,0.8975,0.0021135279,5.6458e-06,0.965,0.9645,0.002781461,7.6591e-06,65.73
"DP-CI-ERM",0.9015,0.895,0.0020491233,1.842e-07,0.9485,0.9485,0.0024416811,2.195e-07,5.11
