"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.902,0,0.0002429031,2.371e-07,0.9445,0,0.0002879355,2.906e-07,431.29
"deconvolveR",0.8985,0,0.0002393515,2.865e-07,0.944,0,0.0002933346,3.533e-07,434.44
"DP-CI-ERM",0.899,0,0.0002456298,1.92e-08,0.946,0,0.0002926859,2.29e-08,4.1
