"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8845,0,0.0002320704,6.105e-07,0.922,0,0.0002694354,7.465e-07,51.26
"deconvolveR",0.8975,0,0.000255145,6.341e-07,0.968,0,0.0003364356,8.549e-07,54.95
"DP-CI-ERM",0.9005,0,0.0002453686,1.87e-08,0.948,0,0.0002923747,2.23e-08,4.94
