"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8915,0.588,0.0024341045,2.4013e-06,0.9445,0.714,0.0028954757,2.8862e-06,17.24
"deconvolveR",1,1,0.0251356729,2.90932e-05,1,1,0.0299650761,3.48672e-05,20.92
"DP-CI-ERM",0.8945,0.7885,0.0041212094,6.586e-06,0.94,0.863,0.0049107239,7.8477e-06,2.35
