"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8845,0,0.0002320704,6.105e-07,0.922,0,0.0002694354,7.465e-07,51.08
"deconvolveR",0.898,0,0.0002534413,6.618e-07,0.9655,0,0.000333959,8.913e-07,54.94
"DP-CI-ERM",0.899,0,0.0002456298,1.92e-08,0.946,0,0.0002926859,2.29e-08,4.89
