"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.898,0.897,0.002038773,1.3001e-06,0.9485,0.947,0.0024249836,1.6532e-06,1046.76
"deconvolveR",0.979,0.9745,0.0028708062,3.7349e-06,0.991,0.99,0.0034266527,4.4924e-06,1050.2
"DP-CI-ERM",0.9015,0.8925,0.0020710345,2.42e-07,0.9475,0.945,0.0024677898,2.884e-07,4.2
