"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.903,0,0.0003849044,1.5968e-06,0.903,0,0.0004422831,1.7191e-06,8.56
"deconvolveR",0.965,0,0.0006566148,3.0353e-06,0.9935,5e-04,0.0009123706,4.2234e-06,12.16
"DP-CI-ERM",0.8995,0,0.0004985508,1.486e-07,0.9465,0,0.0005940599,1.77e-07,3
