"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9,0.005,0.0007446842,1.4738e-06,0.9365,0.0135,0.0008745959,1.7525e-06,12.4
"deconvolveR",0.985,0.0695,0.0012710612,3.0596e-06,0.9945,0.1795,0.0015468435,3.7575e-06,16.23
"DP-CI-ERM",0.9035,0.009,0.0008416115,4.095e-07,0.949,0.0225,0.001002842,4.88e-07,2.6
