"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.895,0,0.0004399273,3.235e-07,0.954,0,0.0005230238,3.972e-07,267.17
"deconvolveR",0.9985,0,0.0008841506,1.0732e-06,1,0,0.0010544678,1.2869e-06,270.42
"DP-CI-ERM",0.899,0,0.000460992,9.49e-08,0.9495,0,0.0005493059,1.131e-07,2.93
