"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9,0.2385,0.0013690068,2.7617e-06,0.9435,0.3245,0.0016086465,3.2525e-06,5.14
"deconvolveR",0.8915,0.235,0.0014151649,3.6696e-06,0.9525,0.366,0.0017620543,4.8e-06,8.76
"DP-CI-ERM",0.902,0.2295,0.0014327196,7.658e-07,0.953,0.336,0.0017071907,9.125e-07,2.52
