"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.8955,0.651,0.0021267927,8.9908e-06,0.8955,0.651,0.0024513168,9.7782e-06,4.37
"deconvolveR",0.9125,0.6805,0.0028998912,1.44546e-05,0.9735,0.8405,0.0040636656,2.04546e-05,8.5
"DP-CI-ERM",0.8845,0.621,0.0025353694,3.0558e-06,0.94,0.7255,0.003021079,3.6412e-06,2.51
