"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9095,0,0.0006702207,2.7609e-06,0.9095,0,0.0007727018,2.9657e-06,30.76
"deconvolveR",0.915,0,0.0008656449,3.5874e-06,0.9745,0,0.0012161419,5.1663e-06,35.86
"DP-CI-ERM",0.9015,0,0.0007671284,6.05e-08,0.948,0,0.0009140899,7.21e-08,5.32
