"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.895,0.0045,0.0007605877,7.197e-07,0.9455,0.008,0.0009049804,8.915e-07,50.53
"deconvolveR",0.952,0.013,0.0009582866,1.546e-06,0.9805,0.0395,0.0011478549,1.8822e-06,53.81
"DP-CI-ERM",0.899,0.0055,0.0007862169,2.42e-07,0.9515,0.0125,0.0009368352,2.884e-07,2.45
