"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9085,0,0.0002135658,8.799e-07,0.9085,0,0.0002460011,9.415e-07,23.79
"deconvolveR",0.924,0,0.0002919608,1.4007e-06,0.9775,0,0.0004105043,1.9993e-06,27.34
"DP-CI-ERM",0.896,0,0.0002539211,3.04e-08,0.9525,0,0.0003025657,3.62e-08,4.85
