"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.948,0,0.0052055528,7.533e-06,23.59
"deconvolveR",0.9585,0,0.0055909483,6.5675e-06,27.01
"NoisyVar",0.882,0,0.0041579911,2.7264e-06,85.2
