"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9555,0,0.0053149147,3.5583e-06,118.71
"deconvolveR",0.958,0,0.0053699663,6.6314e-06,121.91
"NoisyVar",0.882,0,0.0041687946,2.7269e-06,85.8
