"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8295,0,0.0165992689,9.70411e-05,2.28
"deconvolveR",0.8615,0,0.0272412141,0.0001634055,5.85
"NoisyVar",0.716,0,0.0168552568,1.05876e-05,4.14
