"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9065,0,0.0123492423,5.07909e-05,2.46
"deconvolveR",0.9205,0,0.0159674937,6.6154e-05,5.85
"NoisyVar",0.8015,0,0.0110697331,6.8584e-06,10.1
